2020-06-02 05:46:06,,0,0,PROFIT,367,367
2020-06-02 05:46:06,JRF20200601-204549-617852+8856,1043688,0.02824864,BUY,0,367
2020-06-02 05:46:06,,0,0,PROFIT,-14,353
2020-06-02 05:46:49,JRF20200601-204648-517497+3592,1044870,0.02829752,BUY,0,353
2020-06-02 05:46:49,JRF20200601-204648-840442+7177,1044830,0.02829752,BUY,0,353
2020-06-02 05:49:51,JRF20200601-204949-948833+3381,1045078,0.02490423,BUY,0,353
2020-06-02 05:49:51,JRF20200601-204949-062064+3096,1045072,0.02490423,BUY,0,353
2020-06-02 05:51:27,JRF20200601-204549-617852+8856,0,0,CLEAR,0,353
2020-06-02 05:51:27,JRF20200601-204648-517497+3592,1044870,0.02681649,BUY,0,353
2020-06-02 05:51:27,,0,0,PROFIT,31,384
2020-06-02 05:59:45,JRF20200601-205944-403341+9096,1046724,0.02370021,BUY,0,384
2020-06-02 06:00:39,JRF20200601-210021-068452+8611,1048081,0.02227895,BUY,0,384
2020-06-02 06:00:39,JRF20200601-210022-064053+9409,1048353,0.02227895,BUY,0,384
2020-06-02 06:00:41,JRF20200601-210023-842988+4643,1048295,0.02227895,BUY,0,384
2020-06-02 06:00:42,JRF20200601-210023-405565+7617,1048382,0.02227895,BUY,0,384
2020-06-02 06:02:55,JRF20200601-204648-517497+3592,0,0,CLEAR,0,384
2020-06-02 06:02:55,JRF20200601-204648-840442+7177,1044830,0.02512301,BUY,0,384
2020-06-02 06:02:55,,0,0,PROFIT,-55,329
2020-06-02 06:02:56,JRF20200601-204648-840442+7177,0,0,CLEAR,0,329
2020-06-02 06:02:56,JRF20200601-204949-948833+3381,1045078,0.02003624,BUY,0,329
2020-06-02 06:02:56,,0,0,PROFIT,-48,281
2020-06-02 06:02:59,JRF20200601-204949-948833+3381,0,0,CLEAR,0,281
2020-06-02 06:02:59,JRF20200601-204949-062064+3096,1045072,0.01494947,BUY,0,281
2020-06-02 06:02:59,,0,0,PROFIT,-46,235
2020-06-02 06:07:49,JRF20200601-204949-062064+3096,0,0,CLEAR,0,235
2020-06-02 06:07:49,JRF20200601-205944-403341+9096,1046724,0.00865868,BUY,0,235
2020-06-02 06:07:49,,0,0,PROFIT,-67,168
2020-06-02 06:07:49,JRF20200601-205944-403341+9096,0,0,CLEAR,0,168
2020-06-02 06:07:49,JRF20200601-210021-068452+8611,1048081,0.00094663,BUY,0,168
2020-06-02 06:07:49,,0,0,PROFIT,-121,47
2020-06-02 06:07:57,JRF20200601-210021-068452+8611,0,0,CLEAR,0,47
2020-06-02 06:07:57,JRF20200601-210022-064053+9409,0,0,CLEAR,0,47
2020-06-02 06:07:57,JRF20200601-210023-842988+4643,1048295,0.01551353,BUY,0,47
2020-06-02 06:07:57,,0,0,PROFIT,-141,-94
